Line	pr	pk	X_end	Y_end	TIME	DATE	T_bottoom	T_top
0	0	33.553	364403.9496	6178533.056	09:42:48	30.05.2025	52665000	52659363
0	0	33.64	364403.994	6178532.98	09:42:48	30.05.2025	52666938	52660734
0	0	33.728	364404.0384	6178532.904	09:42:48	30.05.2025	52667025	52661274
0	0	33.816	364404.0828	6178532.828	09:42:48	30.05.2025	52665137	52662042
0	0	33.904	364404.1267	6178532.753	09:42:48	30.05.2025	52662367	52662750
0	0	33.991	364404.1711	6178532.677	09:42:48	30.05.2025	52660273	52661921
0	0	34.079	364403.182	6178534.368	09:42:48	30.05.2025	52659109	52662242
0	0	34.167	364403.2259	6178534.293	09:42:48	30.05.2025	52652852	52662936
0	0	34.254	364403.2703	6178534.217	09:42:49	30.05.2025	52652806	52662530
0	0	34.342	364403.359	6178534.065	09:42:49	30.05.2025	52658019	52662727
0	0	34.518	364403.4029	6178533.99	09:42:49	30.05.2025	52656585	52660155
0	0	34.605	364403.4473	6178533.914	09:42:49	30.05.2025	52657404	52658789
0	0	34.693	364403.4917	6178533.838	09:42:49	30.05.2025	52658274	52658010
0	0	34.781	364403.5356	6178533.763	09:42:49	30.05.2025	52647359	52657995
0	0	34.868	364403.58	6178533.687	09:42:49	30.05.2025	52650542.25	52658525.25
0	0	34.956	364403.6243	6178533.611	09:42:49	30.05.2025	52653725.5	52659055.5
0	0	35.044	364402.6797	6178535.227	09:42:49	30.05.2025	52656908.75	52659585.75
0	0	35.132	364402.7235	6178535.152	09:42:50	30.05.2025	52660092	52660116
0	0	35.219	364402.7679	6178535.076	09:42:50	30.05.2025	52660036	52660202
0	0	35.307	364402.8123	6178535	09:42:50	30.05.2025	52660713	52660786
0	0	35.395	364402.8562	6178534.925	09:42:50	30.05.2025	52660897	52660825
0	0	35.482	364402.9006	6178534.849	09:42:50	30.05.2025	52660917	52660797
0	0	35.57	364402.945	6178534.773	09:42:50	30.05.2025	52661230	52661254
0	0	35.658	364402.9894	6178534.697	09:42:50	30.05.2025	52662174	52661983
0	0	35.746	364403.0332	6178534.622	09:42:50	30.05.2025	52662917	52661888
0	0	35.833	364403.0776	6178534.546	09:42:50	30.05.2025	52663510	52661114
0	0	35.921	364403.122	6178534.47	09:42:50	30.05.2025	52664209	52661198
0	0	36.009	364402.1773	6178536.086	09:42:51	30.05.2025	52664324	52661066
0	0	36.096	364402.2217	6178536.01	09:42:51	30.05.2025	52664212	52661872
0	0	36.184	364402.2661	6178535.934	09:42:51	30.05.2025	52663509	52661907
0	0	36.272	364402.3105	6178535.858	09:42:51	30.05.2025	52662741	52662885
0	0	36.36	364402.3544	6178535.783	09:42:51	30.05.2025	52662058	52662106
0	0	36.447	364402.3988	6178535.707	09:42:51	30.05.2025	52661633	52661827
0	0	36.535	364402.4431	6178535.631	09:42:51	30.05.2025	52660597	52662747
0	0	36.623	364402.4875	6178535.555	09:42:51	30.05.2025	52659236	52662701
0	0	36.711	364402.5314	6178535.479	09:42:51	30.05.2025	52657214	52662913
0	0	36.798	364402.5758	6178535.403	09:42:51	30.05.2025	52655008	52662917
0	0	36.886	364402.6202	6178535.327	09:42:52	30.05.2025	52653199	52663169
0	0	36.974	364402.6641	6178535.252	09:42:52	30.05.2025	52652497	52663108
0	0	37.061	364401.675	6178536.944	09:42:52	30.05.2025	52653424	52662698
